id,client,p1,p2,p3,date,type,influencer,referer,clientId,influencerId
1005236,c57,3821,3215,3285,2020-03-16,Order,c23,TikTok,57,23
1005237,c12,4609,3381,4226,2020-08-13,Order,c60,TikTok,12,60
1005238,c17,4386,3136,4174,2020-01-15,Order,c16,Youtube,17,16
1005239,c70,4801,4436,4263,2020-08-06,Order,c19,Pinterest,70,19
1005240,c50,4863,3660,4835,2020-08-26,Order,c9,Twitter,50,9
1005241,c9,2822,2871,2822,2020-03-06,Order,c19,Instagram,9,19
1005242,c82,3116,3974,2908,2020-11-01,Order,c2,Facebook,82,2
1005243,c67,2937,3850,4336,2020-07-08,Order,c46,Facebook,67,46
1005244,c78,3073,2899,3989,2020-02-02,Order,c37,Facebook,78,37
1005245,c61,4368,4339,4886,2020-05-22,Order,c51,Twitter,61,51
1005246,c82,4382,4142,2614,2020-04-12,Order,c28,TikTok,82,28
1005247,c55,4442,4657,2508,2020-05-17,Order,c61,Youtube,55,61
1005248,c44,4589,4216,3593,2020-05-13,Order,c16,Facebook,44,16
1005249,c11,3914,4393,3009,2020-07-18,Order,c24,TikTok,11,24
1005250,c41,2862,2966,4397,2020-12-17,Order,c53,Facebook,41,53
1005251,c93,3057,4117,4360,2020-11-15,Order,c22,Facebook,93,22
1005252,c46,3508,4312,2587,2020-12-18,Order,c12,Youtube,46,12
1005253,c25,3304,4315,4852,2020-06-15,Order,c54,Snapchat,25,54
1005254,c84,4417,2810,2538,2020-02-27,Order,c7,Facebook,84,7
1005255,c56,2913,2699,2706,2020-04-17,Order,c45,Snapchat,56,45
1005256,c18,3476,3655,2868,2020-02-26,Order,c29,Youtube,18,29
1005257,c44,4841,2855,4585,2020-07-31,Order,c21,Instagram,44,21
1005258,c69,4203,4101,3776,2020-12-05,Order,c38,Twitter,69,38
1005259,c73,4900,2625,3115,2020-09-07,Order,c56,TikTok,73,56
1005260,c20,2553,3897,3679,2020-05-31,Order,c56,Youtube,20,56
1005261,c100,4252,3267,2751,2020-07-18,Order,c44,Snapchat,100,44
1005262,c43,2560,4302,4767,2020-03-01,Order,c41,Facebook,43,41
1005263,c93,2720,3120,3290,2020-05-18,Order,c5,Twitter,93,5
1005264,c86,4590,4510,3938,2020-06-07,Order,c70,Facebook,86,70
1005265,c24,3973,4295,4385,2020-05-28,Order,c37,Snapchat,24,37
1005266,c95,4637,4866,3867,2020-01-04,Order,c44,TikTok,95,44
1005267,c57,4603,2746,3731,2020-08-31,Order,c9,TikTok,57,9
1005268,c72,3496,2532,4768,2020-01-31,Order,c11,Youtube,72,11
1005269,c69,3803,4146,4433,2020-12-24,Order,c41,Facebook,69,41
1005270,c22,3088,4072,4275,2020-04-06,Order,c17,Facebook,22,17
1005271,c40,3190,4553,3446,2020-04-02,Order,c58,Facebook,40,58
1005272,c55,4836,3935,4514,2020-04-11,Order,c25,Twitter,55,25
1005273,c77,3840,3045,3926,2020-03-30,Order,c6,Youtube,77,6
1005274,c4,3931,4042,4838,2020-09-04,Order,c8,TikTok,4,8
1005275,c82,2828,4134,4550,2020-08-03,Order,c7,Facebook,82,7
1005276,c15,3275,4806,2579,2020-01-18,Order,c55,Twitter,15,55
1005277,c84,2965,2516,3255,2020-12-04,Order,c21,Youtube,84,21
1005278,c41,4732,2506,3056,2020-12-04,Order,c69,Facebook,41,69
1005279,c99,4886,3181,3042,2020-10-21,Order,c64,Youtube,99,64
1005280,c93,2669,4923,4576,2020-04-23,Order,c56,Twitter,93,56
1005281,c89,2925,3484,3406,2020-10-09,Order,c49,Youtube,89,49
1005282,c45,3623,3436,4458,2020-09-23,Order,c36,Twitter,45,36
1005283,c25,3938,3828,3468,2020-02-07,Order,c68,Instagram,25,68
1005284,c88,4133,4502,3057,2020-05-04,Order,c34,Instagram,88,34
1005285,c55,3953,2812,2849,2020-12-27,Order,c67,Pinterest,55,67
1005286,c41,4579,3918,3351,2020-03-08,Order,c25,Youtube,41,25
1005287,c50,3326,4138,3834,2020-03-14,Order,c11,Snapchat,50,11
1005288,c73,4652,3696,4405,2020-11-01,Order,c60,Youtube,73,60
1005289,c68,4049,4899,2950,2020-07-11,Order,c22,Snapchat,68,22
1005290,c97,2615,3708,4420,2020-11-20,Order,c45,Instagram,97,45
1005291,c35,4711,4170,3713,2020-03-27,Order,c16,Snapchat,35,16
1005292,c53,2605,3400,4920,2020-01-17,Order,c26,Facebook,53,26
1005293,c72,3065,4515,4168,2020-05-20,Order,c52,TikTok,72,52
1005294,c19,2728,4129,4484,2020-05-14,Order,c19,Facebook,19,19
1005295,c70,2932,2672,4960,2020-11-07,Order,c29,Facebook,70,29
1005296,c77,3754,4435,4687,2020-05-11,Order,c26,Twitter,77,26
1005297,c22,4072,2610,4758,2020-09-17,Order,c55,Instagram,22,55
1005298,c12,3150,4669,4487,2020-04-19,Order,c69,Twitter,12,69
1005299,c38,2734,3420,2568,2020-02-19,Order,c51,Youtube,38,51
1005300,c20,4487,2664,3421,2020-03-01,Order,c2,Pinterest,20,2
1005301,c93,2538,2858,3287,2020-08-22,Order,c17,Twitter,93,17
1005302,c67,3041,4444,4984,2020-10-24,Order,c54,Instagram,67,54
1005303,c57,3256,3767,3576,2020-06-21,Order,c24,TikTok,57,24
1005304,c73,4303,4039,4883,2020-06-04,Order,c43,Facebook,73,43
1005305,c25,3758,4424,3102,2020-10-04,Order,c39,Snapchat,25,39
1005306,c30,4710,3917,4830,2020-09-14,Order,c16,Facebook,30,16
1005307,c8,4154,2786,2808,2020-05-04,Order,c57,Youtube,8,57
1005308,c63,4442,3962,2949,2020-04-13,Order,c6,Instagram,63,6
1005309,c50,4330,4361,3892,2020-11-15,Order,c36,Youtube,50,36
1005310,c67,4990,3033,2824,2020-01-04,Order,c65,TikTok,67,65
1005311,c12,3161,3329,3324,2020-08-16,Order,c23,Facebook,12,23
1005312,c11,3082,2901,3673,2020-05-22,Order,c68,Facebook,11,68
1005313,c63,4649,4550,4019,2020-10-22,Order,c37,Pinterest,63,37
1005314,c72,4487,3774,2789,2020-06-17,Order,c20,Snapchat,72,20
1005315,c99,3142,2966,2638,2020-04-10,Order,c22,TikTok,99,22
1005316,c33,4513,4036,4945,2020-11-27,Order,c31,Facebook,33,31
1005317,c88,2957,3456,4350,2020-05-07,Order,c40,Facebook,88,40
1005318,c8,3506,4923,2522,2020-07-08,Order,c5,Facebook,8,5
1005319,c46,3727,2736,4365,2020-06-25,Order,c18,Twitter,46,18
1005320,c95,4024,4118,2635,2020-04-11,Order,c43,Pinterest,95,43
1005321,c40,3719,2988,2674,2020-10-19,Order,c42,Facebook,40,42
1005322,c27,4488,3342,3091,2020-06-18,Order,c22,TikTok,27,22
1005323,c72,2850,4557,4170,2020-01-29,Order,c62,Pinterest,72,62
1005324,c10,3961,2624,4531,2020-03-14,Order,c49,Pinterest,10,49
1005325,c7,3684,4428,4196,2020-05-09,Order,c41,Twitter,7,41
1005326,c23,4882,4056,4482,2020-01-01,Order,c52,Twitter,23,52
1005327,c46,2540,3945,4977,2020-01-24,Order,c5,Pinterest,46,5
1005328,c25,4189,3965,4182,2020-07-18,Order,c29,Facebook,25,29
1005329,c26,4345,3487,4950,2020-06-04,Order,c29,Instagram,26,29
1005330,c35,4573,2707,4612,2020-11-30,Order,c42,TikTok,35,42
1005331,c84,3902,4872,4334,2020-10-21,Order,c12,Instagram,84,12
1005332,c36,4308,3111,4389,2020-04-30,Order,c34,Facebook,36,34
1005333,c24,4534,3377,4611,2020-11-29,Order,c14,Facebook,24,14
1005334,c57,3094,2775,3874,2020-04-09,Order,c69,Pinterest,57,69
1005335,c25,2704,4128,3622,2020-05-20,Order,c65,Instagram,25,65
1005336,c44,3558,4512,3240,2020-07-13,Order,c31,Snapchat,44,31
1005337,c97,3998,3537,3519,2020-03-09,Order,c5,TikTok,97,5
1005338,c86,2549,4368,3314,2020-09-20,Order,c56,Facebook,86,56
1005339,c5,2762,2951,4722,2020-02-21,Order,c34,Youtube,5,34
1005340,c86,3215,3382,3847,2020-05-14,Order,c39,Twitter,86,39
1005341,c42,3787,3740,4127,2020-10-15,Order,c46,Twitter,42,46
1005342,c79,4061,4108,4041,2020-12-23,Order,c14,Twitter,79,14
1005343,c36,3559,3971,4769,2020-06-01,Order,c29,Youtube,36,29
1005344,c3,3519,3588,3151,2020-05-21,Order,c7,Youtube,3,7
1005345,c17,4016,2752,3971,2020-07-16,Order,c45,Instagram,17,45
1005346,c76,3420,3431,4663,2020-01-04,Order,c11,Twitter,76,11
1005347,c42,3735,4967,4746,2020-06-25,Order,c16,Twitter,42,16
1005348,c38,3213,4698,3772,2020-06-24,Order,c19,Youtube,38,19
1005349,c48,4995,4307,3084,2020-07-30,Order,c30,Facebook,48,30
1005350,c71,4332,4606,4488,2020-11-07,Order,c15,Twitter,71,15
1005351,c82,4264,3533,3523,2020-09-06,Order,c12,Facebook,82,12
1005352,c8,4803,4427,3025,2020-05-10,Order,c57,TikTok,8,57
1005353,c34,4516,4143,2660,2020-08-20,Order,c30,TikTok,34,30
1005354,c5,4435,4242,4692,2020-10-02,Order,c68,Snapchat,5,68
1005355,c95,3269,4623,3284,2020-05-20,Order,c8,Twitter,95,8
1005356,c93,4839,4418,4748,2020-10-30,Order,c59,Youtube,93,59
1005357,c84,4737,4943,3861,2020-11-01,Order,c25,Snapchat,84,25
1005358,c92,2555,4873,2942,2020-11-06,Order,c39,Twitter,92,39
1005359,c1,3626,2858,3405,2020-04-03,Order,c6,Youtube,1,6
1005360,c81,4201,2525,3629,2020-06-22,Order,c10,TikTok,81,10
1005361,c57,4680,3374,3801,2020-12-03,Order,c13,Pinterest,57,13
1005362,c42,3493,4564,4595,2020-12-24,Order,c7,Snapchat,42,7
1005363,c14,3197,2683,4258,2020-10-17,Order,c28,Twitter,14,28
1005364,c43,2704,3160,4420,2020-06-24,Order,c55,Instagram,43,55
1005365,c97,3275,3203,4740,2020-10-25,Order,c31,Facebook,97,31
1005366,c80,4816,3467,4837,2020-08-03,Order,c3,TikTok,80,3
1005367,c36,3474,4748,3664,2020-11-20,Order,c35,Instagram,36,35
1005368,c69,2621,4480,3872,2020-08-08,Order,c35,Facebook,69,35
1005369,c15,4240,2897,4633,2020-06-25,Order,c54,Instagram,15,54
1005370,c42,2849,4735,3447,2020-11-15,Order,c22,Youtube,42,22
1005371,c82,4750,3718,4633,2020-07-06,Order,c44,Facebook,82,44
1005372,c7,2615,4770,3234,2020-03-25,Order,c62,Youtube,7,62
1005373,c88,4298,4101,2942,2020-04-27,Order,c26,Snapchat,88,26
1005374,c23,3368,4719,4876,2020-02-03,Order,c58,Pinterest,23,58
1005375,c45,3229,2868,2818,2020-05-15,Order,c59,Instagram,45,59
1005376,c93,4310,2841,4220,2020-09-26,Order,c31,Twitter,93,31
1005377,c38,3012,2578,3154,2020-05-25,Order,c49,Youtube,38,49
1005378,c78,3286,3655,3858,2020-10-14,Order,c20,Youtube,78,20
1005379,c75,3520,4695,3839,2020-10-12,Order,c56,Youtube,75,56
1005380,c51,4835,4493,3920,2020-05-04,Order,c51,Instagram,51,51
1005381,c53,2658,4389,3833,2020-09-07,Order,c18,TikTok,53,18
1005382,c21,2608,3680,4555,2020-08-22,Order,c17,Pinterest,21,17
1005383,c9,4351,2804,2919,2020-06-03,Order,c30,Instagram,9,30
1005384,c95,3113,3137,2521,2020-01-24,Order,c25,Instagram,95,25
1005385,c41,4940,4859,2925,2020-09-13,Order,c33,Youtube,41,33
1005386,c83,4653,2839,3452,2020-03-20,Order,c28,Pinterest,83,28
1005387,c89,3194,3708,4660,2020-04-20,Order,c44,Facebook,89,44
1005388,c40,4459,2852,4636,2020-02-15,Order,c19,Instagram,40,19
1005389,c41,3315,4513,4969,2020-12-16,Order,c66,Twitter,41,66
1005390,c3,4157,3637,3480,2020-07-19,Order,c17,Snapchat,3,17
1005391,c99,4309,4346,3111,2020-12-03,Order,c46,Twitter,99,46
1005392,c57,4305,2505,4412,2020-12-13,Order,c26,TikTok,57,26
1005393,c27,4608,3751,3960,2020-01-19,Order,c55,Instagram,27,55
1005394,c19,3983,4454,4401,2020-03-07,Order,c69,Youtube,19,69
1005395,c3,2778,3433,2953,2020-06-22,Order,c54,Twitter,3,54
1005396,c36,4711,4901,2503,2020-04-13,Order,c55,Youtube,36,55
1005397,c61,4739,3797,2896,2020-05-03,Order,c27,Pinterest,61,27
1005398,c77,3636,2627,2549,2020-05-28,Order,c31,Instagram,77,31
1005399,c55,3696,4888,3330,2020-08-16,Order,c68,Facebook,55,68
1005400,c90,4102,3990,2706,2020-08-13,Order,c47,Instagram,90,47
1005401,c89,2823,3563,3046,2020-04-06,Order,c35,Snapchat,89,35
1005402,c6,3790,2668,4328,2020-03-18,Order,c66,Pinterest,6,66
1005403,c1,3607,3135,4622,2020-02-01,Order,c31,Instagram,1,31
1005404,c21,3369,3117,4060,2020-03-30,Order,c10,Snapchat,21,10
1005405,c40,3213,4390,2995,2020-02-05,Order,c37,Youtube,40,37
1005406,c16,4580,3738,3522,2020-06-12,Order,c48,Pinterest,16,48
1005407,c14,3961,4924,4117,2020-07-04,Order,c59,Pinterest,14,59
1005408,c35,2505,3808,4188,2020-09-20,Order,c36,Pinterest,35,36
1005409,c13,3879,2992,3264,2020-11-06,Order,c38,Twitter,13,38
1005410,c16,3195,3464,3469,2020-08-28,Order,c22,Snapchat,16,22
1005411,c70,2853,3415,2899,2020-10-05,Order,c42,Pinterest,70,42
1005412,c74,3553,2917,4462,2020-01-08,Order,c65,Facebook,74,65
1005413,c31,4683,4420,3206,2020-04-29,Order,c42,Twitter,31,42
1005414,c99,2855,2683,2714,2020-05-30,Order,c35,TikTok,99,35
1005415,c23,2791,4675,4199,2020-12-12,Order,c69,Snapchat,23,69
1005416,c82,4082,4569,3636,2020-01-08,Order,c31,Snapchat,82,31
1005417,c70,3711,3050,2732,2020-01-09,Order,c4,Youtube,70,4
1005418,c58,4991,4620,4006,2020-07-30,Order,c22,Snapchat,58,22
1005419,c10,4009,2869,4226,2020-10-12,Order,c65,Snapchat,10,65
1005420,c82,3091,2515,3605,2020-09-27,Order,c67,Pinterest,82,67
1005421,c44,4898,4451,4988,2020-07-04,Order,c9,Youtube,44,9
1005422,c88,3749,4840,4583,2020-04-02,Order,c12,Twitter,88,12
1005423,c91,2904,4267,4029,2020-01-10,Order,c27,TikTok,91,27
1005424,c86,4345,4262,3383,2020-04-04,Order,c57,Youtube,86,57
1005425,c36,3022,3861,3898,2020-12-02,Order,c5,Twitter,36,5
1005426,c74,4515,3749,4307,2020-03-05,Order,c27,Instagram,74,27
1005427,c6,3295,4150,3707,2020-10-12,Order,c68,TikTok,6,68
1005428,c100,4572,2853,4713,2020-08-15,Order,c12,Youtube,100,12
1005429,c22,2568,3624,4479,2020-08-27,Order,c33,Twitter,22,33
1005430,c68,4124,4079,3237,2020-11-30,Order,c14,TikTok,68,14
1005431,c85,4073,4152,4338,2020-06-11,Order,c44,Snapchat,85,44
1005432,c46,4128,4228,3856,2020-09-07,Order,c40,Pinterest,46,40
1005433,c54,4076,2659,4374,2020-07-13,Order,c14,Facebook,54,14
1005434,c3,2581,4688,3578,2020-04-06,Order,c45,Instagram,3,45
1005435,c61,3001,3720,4533,2020-08-09,Order,c65,Youtube,61,65
1005436,c58,4977,2914,2999,2020-03-26,Order,c31,Facebook,58,31
1005437,c74,2971,3971,4539,2020-11-16,Order,c52,Pinterest,74,52
1005438,c14,4451,4172,4483,2020-09-25,Order,c20,Facebook,14,20
1005439,c46,4126,3301,2538,2020-09-16,Order,c64,Facebook,46,64
1005440,c31,3689,2521,3578,2020-02-26,Order,c32,Snapchat,31,32
1005441,c62,4209,3819,4828,2020-11-25,Order,c61,Pinterest,62,61
1005442,c41,2729,4113,2636,2020-08-19,Order,c61,Youtube,41,61
1005443,c41,2586,4988,3565,2020-01-23,Order,c58,Facebook,41,58
1005444,c86,3299,3750,4141,2020-10-05,Order,c56,Instagram,86,56
1005445,c14,3500,3297,3974,2020-02-01,Order,c57,TikTok,14,57
1005446,c19,2666,4711,2852,2020-03-11,Order,c65,Twitter,19,65
1005447,c20,3730,4597,3939,2020-12-13,Order,c25,Snapchat,20,25
1005448,c23,3767,4259,4470,2020-05-14,Order,c17,Instagram,23,17
1005449,c90,2882,2720,4917,2020-09-12,Order,c2,Twitter,90,2
1005450,c78,4577,3594,4151,2020-11-06,Order,c7,Twitter,78,7
1005451,c75,4584,4542,4288,2020-08-03,Order,c49,Snapchat,75,49
1005452,c5,3750,2744,2728,2020-03-09,Order,c2,Snapchat,5,2
1005453,c56,3955,3003,2737,2020-01-27,Order,c47,Pinterest,56,47
1005454,c86,4057,4491,2709,2020-01-05,Order,c32,Instagram,86,32
1005455,c94,3980,3513,3407,2020-12-21,Order,c29,Snapchat,94,29
1005456,c38,4934,4013,2904,2020-07-29,Order,c54,Facebook,38,54
1005457,c36,4350,2658,3702,2020-10-04,Order,c1,Snapchat,36,1
1005458,c7,3005,4281,3039,2020-08-17,Order,c51,Instagram,7,51
1005459,c56,3919,3481,4473,2020-07-23,Order,c69,Facebook,56,69
1005460,c44,3426,3324,3939,2020-02-16,Order,c43,Snapchat,44,43
1005461,c30,3963,4308,2684,2020-07-02,Order,c53,Snapchat,30,53
1005462,c75,3536,3506,4165,2020-10-09,Order,c29,Snapchat,75,29
1005463,c6,3679,3812,3101,2020-08-06,Order,c20,Facebook,6,20
1005464,c93,4757,4361,4992,2020-10-02,Order,c24,Twitter,93,24
1005465,c71,4169,4911,4231,2020-12-20,Order,c35,Youtube,71,35
1005466,c24,3174,3802,2623,2020-06-04,Order,c53,Youtube,24,53
1005467,c76,3067,2932,4931,2020-04-09,Order,c1,Twitter,76,1
1005468,c25,3634,4472,3930,2020-01-22,Order,c6,Instagram,25,6
1005469,c83,3594,4783,3200,2020-09-10,Order,c58,Instagram,83,58
1005470,c4,4845,4563,4483,2020-07-06,Order,c61,Youtube,4,61
1005471,c56,2652,3685,3158,2020-02-21,Order,c17,Pinterest,56,17
1005472,c69,3563,2753,3175,2020-11-18,Order,c27,Instagram,69,27
1005473,c46,4951,3430,4955,2020-02-10,Order,c22,Snapchat,46,22
1005474,c41,4427,3766,4581,2020-08-13,Order,c17,Facebook,41,17
1005475,c5,4986,2512,3886,2020-06-04,Order,c21,TikTok,5,21
1005476,c48,2760,4072,2808,2020-11-26,Order,c13,Youtube,48,13
1005477,c78,3027,2875,2813,2020-04-16,Order,c8,Youtube,78,8
1005478,c41,2523,2857,2853,2020-11-28,Order,c41,Pinterest,41,41
1005479,c42,2876,4570,4265,2020-03-04,Order,c32,Pinterest,42,32
1005480,c61,4159,3919,3688,2020-01-22,Order,c32,Instagram,61,32
1005481,c58,3848,4713,4888,2020-11-26,Order,c12,Snapchat,58,12
1005482,c61,3351,3076,4199,2020-04-12,Order,c19,Twitter,61,19
1005483,c42,3777,3343,3446,2020-08-02,Order,c69,Twitter,42,69
1005484,c82,4113,3934,4989,2020-12-03,Order,c22,Snapchat,82,22
1005485,c75,4829,2977,4980,2020-11-09,Order,c8,Facebook,75,8
1005486,c45,2994,2880,3394,2020-05-04,Order,c60,Snapchat,45,60
1005487,c16,3500,4508,3625,2020-04-02,Order,c39,Facebook,16,39
1005488,c2,3231,2570,3042,2020-05-30,Order,c63,Instagram,2,63
1005489,c85,4891,4641,3002,2020-06-01,Order,c9,Facebook,85,9
1005490,c89,3768,4358,4212,2020-10-31,Order,c45,Pinterest,89,45
1005491,c5,4417,4931,3946,2020-12-20,Order,c43,TikTok,5,43
1005492,c33,3993,3351,2719,2020-03-18,Order,c40,TikTok,33,40
1005493,c96,2536,4148,2814,2020-04-20,Order,c68,Twitter,96,68
1005494,c52,2768,2538,4937,2020-11-26,Order,c10,Snapchat,52,10
1005495,c83,4948,2562,3238,2020-12-23,Order,c43,Instagram,83,43
1005496,c16,3360,3744,2961,2020-03-13,Order,c65,TikTok,16,65
1005497,c3,3980,2933,3909,2020-07-16,Order,c17,Snapchat,3,17
1005498,c57,3461,4760,2527,2020-04-16,Order,c12,Facebook,57,12
1005499,c2,3455,2740,2517,2020-06-07,Order,c30,Instagram,2,30
1005500,c37,3277,4339,2560,2020-01-17,Order,c2,Instagram,37,2
1005501,c86,2663,3691,3388,2020-04-27,Order,c67,Pinterest,86,67
1005502,c14,4932,2882,4647,2020-09-12,Order,c16,Snapchat,14,16
1005503,c64,3929,2528,3441,2020-04-19,Order,c19,TikTok,64,19
1005504,c6,3418,2918,4980,2020-04-09,Order,c51,Twitter,6,51
1005505,c26,3675,4694,3779,2020-09-30,Order,c7,Youtube,26,7
1005506,c96,3798,4124,4149,2020-12-16,Order,c15,Snapchat,96,15
1005507,c71,4507,4229,3239,2020-04-29,Order,c37,Snapchat,71,37
1005508,c24,3705,4474,4431,2020-11-20,Order,c6,Snapchat,24,6
1005509,c98,3138,2626,2896,2020-11-08,Order,c28,Youtube,98,28
1005510,c37,2983,3180,2800,2020-03-14,Order,c54,Pinterest,37,54
1005511,c19,2695,4798,4698,2020-05-23,Order,c60,Instagram,19,60
1005512,c59,2969,3169,3881,2020-03-12,Order,c2,TikTok,59,2
1005513,c58,4880,4716,4122,2020-05-02,Order,c70,Instagram,58,70
1005514,c11,4964,3507,2908,2020-10-08,Order,c44,TikTok,11,44
1005515,c19,3594,4426,2510,2020-01-01,Order,c35,Twitter,19,35
1005516,c4,4718,3008,4396,2020-12-18,Order,c41,Facebook,4,41
1005517,c74,3400,4547,4318,2020-08-20,Order,c8,Snapchat,74,8
1005518,c15,4194,4381,3561,2020-07-31,Order,c9,TikTok,15,9
1005519,c47,2524,3991,4186,2020-07-17,Order,c43,TikTok,47,43
1005520,c56,4679,3468,2783,2020-02-08,Order,c27,Pinterest,56,27
1005521,c14,3538,2860,3705,2020-04-04,Order,c42,TikTok,14,42
1005522,c94,3030,3871,3173,2020-05-09,Order,c59,Twitter,94,59
1005523,c59,4743,4754,3284,2020-11-09,Order,c19,TikTok,59,19
1005524,c54,4497,4917,3206,2020-12-26,Order,c22,Facebook,54,22
1005525,c48,4607,3682,3274,2020-05-24,Order,c27,Twitter,48,27
1005526,c76,2598,4847,3245,2020-11-06,Order,c28,Instagram,76,28
1005527,c16,4988,2551,4847,2020-06-05,Order,c66,TikTok,16,66
1005528,c96,3090,3065,4907,2020-08-10,Order,c64,Twitter,96,64
1005529,c24,4844,3927,3726,2020-10-24,Order,c40,Snapchat,24,40
1005530,c89,4421,3850,4389,2020-01-12,Order,c63,Snapchat,89,63
1005531,c32,4836,4295,2793,2020-06-26,Order,c26,Snapchat,32,26
1005532,c39,3840,2678,3745,2020-03-04,Order,c4,TikTok,39,4
1005533,c87,4512,2654,4615,2020-08-22,Order,c48,Snapchat,87,48
1005534,c79,3940,3975,2763,2020-03-08,Order,c56,Facebook,79,56
1005535,c33,4230,4910,4684,2020-08-30,Order,c11,Facebook,33,11
1005536,c99,3510,2825,4852,2020-11-11,Order,c25,Youtube,99,25
1005537,c12,2561,4075,4025,2020-04-06,Order,c16,Youtube,12,16
1005538,c55,3093,3320,4343,2020-09-12,Order,c44,Instagram,55,44
1005539,c55,4024,4986,4328,2020-09-25,Order,c66,Pinterest,55,66
1005540,c36,4190,4781,4421,2020-01-13,Order,c51,TikTok,36,51
1005541,c86,2583,2822,4086,2020-11-12,Order,c12,Instagram,86,12
1005542,c37,3344,2770,4319,2020-03-07,Order,c47,Instagram,37,47
1005543,c64,4847,3569,4652,2020-01-09,Order,c52,Twitter,64,52
1005544,c59,3208,3711,3154,2020-01-12,Order,c69,Snapchat,59,69
1005545,c71,4676,3244,3998,2020-08-17,Order,c62,Facebook,71,62
1005546,c94,2828,4154,3886,2020-11-22,Order,c29,Youtube,94,29
1005547,c68,4928,4868,2806,2020-07-29,Order,c58,Youtube,68,58
1005548,c68,3057,4892,3243,2020-05-13,Order,c4,Facebook,68,4
1005549,c40,2791,4516,4977,2020-11-11,Order,c17,TikTok,40,17
1005550,c96,4226,3227,4006,2020-06-03,Order,c20,Youtube,96,20
1005551,c72,4834,4715,3662,2020-04-10,Order,c24,Snapchat,72,24
1005552,c92,3920,2778,3186,2020-02-23,Order,c45,Pinterest,92,45
1005553,c55,4450,4715,3011,2020-01-31,Order,c5,Snapchat,55,5
1005554,c6,4986,2917,4526,2020-04-11,Order,c51,Pinterest,6,51
1005555,c97,4903,4405,4274,2020-02-28,Order,c37,Instagram,97,37
1005556,c57,2725,4864,4918,2020-08-24,Order,c34,Snapchat,57,34
1005557,c18,4397,4590,2691,2020-11-04,Order,c9,Facebook,18,9
1005558,c68,2501,4413,3980,2020-08-26,Order,c49,Youtube,68,49
1005559,c41,4170,2916,4602,2020-05-20,Order,c60,Twitter,41,60
1005560,c18,3811,2922,2593,2020-08-02,Order,c37,TikTok,18,37
1005561,c72,4793,4233,3715,2020-05-30,Order,c37,Twitter,72,37
1005562,c2,2738,4851,3240,2020-05-23,Order,c43,Pinterest,2,43
1005563,c82,4274,2721,3458,2020-10-08,Order,c18,Instagram,82,18
1005564,c19,3328,4683,2922,2020-09-09,Order,c64,Snapchat,19,64
1005565,c41,4303,4249,3096,2020-10-21,Order,c47,Youtube,41,47
1005566,c85,3908,4384,4010,2020-01-01,Order,c8,Snapchat,85,8
1005567,c45,3710,3150,3980,2020-12-13,Order,c50,Youtube,45,50
1005568,c14,2924,2529,4118,2020-07-16,Order,c48,Twitter,14,48
1005569,c69,4129,2545,3025,2020-11-22,Order,c9,Pinterest,69,9
1005570,c53,2528,3209,4997,2020-10-12,Order,c33,TikTok,53,33
1005571,c47,4973,3155,3278,2020-05-20,Order,c37,Instagram,47,37
1005572,c64,4889,2713,3885,2020-08-10,Order,c8,Youtube,64,8
1005573,c23,3520,3217,4742,2020-12-13,Order,c39,Youtube,23,39
1005574,c23,4078,4180,3166,2020-01-12,Order,c41,Facebook,23,41
1005575,c4,3037,3786,3270,2020-12-03,Order,c52,TikTok,4,52
1005576,c83,2685,3402,3384,2020-11-23,Order,c44,Snapchat,83,44
1005577,c20,4920,3499,2775,2020-05-18,Order,c19,Facebook,20,19
1005578,c81,3069,3604,2835,2020-06-11,Order,c14,Facebook,81,14
1005579,c97,4054,4746,2654,2020-04-24,Order,c22,Youtube,97,22
1005580,c6,4695,3621,4092,2020-12-11,Order,c36,Youtube,6,36
1005581,c96,3164,4972,4537,2020-10-08,Order,c12,Instagram,96,12
1005582,c45,2969,3854,3007,2020-06-18,Order,c66,Youtube,45,66
1005583,c85,3080,2982,2759,2020-05-24,Order,c6,Youtube,85,6
1005584,c89,4577,4441,3091,2020-06-18,Order,c21,Instagram,89,21
1005585,c2,4798,3455,4083,2020-03-12,Order,c14,Instagram,2,14
1005586,c25,2657,4489,3634,2020-10-10,Order,c18,Facebook,25,18
1005587,c85,3289,3996,4414,2020-01-12,Order,c24,Youtube,85,24
1005588,c53,4671,4139,4260,2020-02-27,Order,c11,Pinterest,53,11
1005589,c81,4572,4775,4154,2020-10-15,Order,c58,Twitter,81,58
1005590,c21,3033,3993,3015,2020-01-04,Order,c49,Twitter,21,49
1005591,c85,4398,4465,3065,2020-06-26,Order,c65,TikTok,85,65
1005592,c17,3562,3469,4683,2020-05-29,Order,c24,Youtube,17,24
1005593,c21,4173,3087,3847,2020-07-04,Order,c27,Youtube,21,27
1005594,c4,3296,3107,4408,2020-12-12,Order,c42,Facebook,4,42
1005595,c26,4703,4520,2956,2020-07-18,Order,c48,Pinterest,26,48
1005596,c36,3473,2594,2535,2020-07-03,Order,c17,Instagram,36,17
1005597,c64,3362,3470,3653,2020-02-07,Order,c42,TikTok,64,42
1005598,c28,4954,3415,4761,2020-12-25,Order,c35,Snapchat,28,35
1005599,c31,3094,3377,4121,2020-04-13,Order,c30,Facebook,31,30
1005600,c43,4782,3579,3542,2020-04-01,Order,c58,Instagram,43,58
