id,name,price,wprice
12697,Nat Pagle's Extreme Anglin' Boots,193,144.75
12698,Arcanite Fishing Pole,36,27
12699,High Test Eternium Fishing Line,95,71.25
12700,Lucky Fishing Hat,26.9,20.175
12701,Nat's Measuring Tape,90.4,67.8
12702,Mudskunk Lure,27,20.25
12703,Zulian Mudskunk,68.86,51.645
12704,Fishing Tournament!,80.33,60.2475
12705,Hook of the Master Angler,228.5,171.375
12706,Duskbat Drape,47,35.25
12707,Ebon Mask,16.5,12.375
12708,Pirate's Eye Patch,22.1,16.575
12709,Blessed Prayer Beads,50.57,37.9275
12710,Devilsaur Eye,6.67,5.0025
12711,Devilsaur Tooth,73.17,54.8775
12712,Hoodoo Hunting Bow,42.86,32.145
12713,Harvest Fruit,1.83,1.3725
12714,Harvest Boar,2.67,2.0025
12715,Harvest Fish,37,27.75
12716,Harvest Nectar,120.67,90.5025
12717,Bloodvine Lens,199,149.25
12718,Bloodvine Goggles,300,225
12719,Schematic: Bloodvine Goggles,7.8,5.85
12720,Schematic: Bloodvine Lens,36.57,27.4275
12721,Greater Dreamless Sleep Potion,59.8,44.85
12722,Devilsaur Claws,4.9,3.675
12723,Mighty Troll's Blood Elixir,8.67,6.5025
12724,Devilsaur Claws,27.33,20.4975
12725,Circle of Hope,2,1.5
12726,Mageblood Elixir,362,271.5
12727,Living Action Potion,29,21.75
12728,For the Light!,57.38,43.035
12729,The Horde's Hellscream,57.67,43.2525
12730,Recipe: Mageblood Elixir,56.67,42.5025
12731,Recipe: Greater Dreamless Sleep Potion,75.5,56.625
12732,Recipe: Living Action Potion,61.25,45.9375
12733,Recipe: Mighty Troll's Blood Elixir,145,108.75
12734,Perfect Courser Antler,33.13,24.8475
12735,Angerclaw Grizzly Hide,2.2,1.65
12736,Tooth of Morphaz,197,147.75
12737,Bundle of Goods,54.5,40.875
12738,Gold Pirate Earring,28.67,21.5025
12739,Azure Key,104.25,78.1875
12740,Encoded Fragment,56.88,42.66
12741,Blood of Morphaz,94.6,70.95
12742,Healthy Courser Gland,58.57,43.9275
12743,Glittering Dust,116.67,87.5025
12744,Enchanted Coral,126,94.5
12745,Essence Mango,47.11,35.3325
12746,Flowing Ritual Robes,81.83,61.3725
12747,Zandalar Demoniac's Robe,41.5,31.125
12748,Zandalar Illusionist's Robe,0.38,0.285
12749,Glacial Spike,85.8,64.35
12750,Fire Ruby,23.57,17.6775
12751,Arcane Crystal Pendant,93.5,70.125
12752,Mandokir's Sting,207,155.25
12753,Dark Iron Boots,27.2,20.4
12754,Plans: Dark Iron Boots,9.13,6.8475
12755,Highlander's Plate Girdle,80.25,60.1875
12756,Highlander's Lamellar Girdle,59.17,44.3775
12757,Highlander's Chain Girdle,51.67,38.7525
12758,Highlander's Mail Girdle,58.33,43.7475
12759,Highlander's Leather Girdle,30.43,22.8225
12760,Highlander's Lizardhide Girdle,45.43,34.0725
12761,Highlander's Cloth Girdle,42,31.5
12762,Highlander's Plate Greaves,92.75,69.5625
12763,Highlander's Lamellar Greaves,89,66.75
12764,Highlander's Chain Greaves,188.5,141.375
12765,Highlander's Mail Greaves,15.4,11.55
12766,Highlander's Leather Boots,29.67,22.2525
12767,Highlander's Lizardhide Boots,50.22,37.665
12768,Highlander's Cloth Boots,38,28.5
12769,Highlander's Chain Pauldrons,16.38,12.285
12770,Highlander's Mail Pauldrons,104.33,78.2475
12771,Highlander's Plate Spaulders,76.67,57.5025
12772,Highlander's Lamellar Spaulders,47.25,35.4375
12773,Highlander's Leather Shoulders,167,125.25
12774,Highlander's Lizardhide Shoulders,63.17,47.3775
12775,Highlander's Epaulets,40.5,30.375
12776,Arathi Basin Enriched Ration,80.4,60.3
12777,Arathi Basin Field Ration,96,72
12778,Arathi Basin Iron Ration,230,172.5
12779,Arathi Basin Mageweave Bandage,10.4,7.8
12780,Arathi Basin Runecloth Bandage,37.8,28.35
12781,Arathi Basin Silk Bandage,39,29.25
12782,Deathguard's Cloak,42,31.5
12783,Ironbark Staff,60.86,45.645
12784,Sageclaw,16.75,12.5625
12785,Talisman of Arathor,41.4,31.05
12786,Defiler's Talisman,237,177.75
12787,Cloak of the Honor Guard,43.67,32.7525
12788,Heavy Crocolisk Stew,40.5,30.375
12789,Recipe: Heavy Crocolisk Stew,125,93.75
12790,Zandalar Signet of Mojo,157.5,118.125
12791,Zandalar Signet of Might,4.78,3.585
12792,Zandalar Signet of Serenity,39.7,29.775
12793,Spirit of Zanza,101.5,76.125
12794,Sheen of Zanza,37.4,28.05
12795,Swiftness of Zanza,91.4,68.55
12796,Woestave,2.75,2.0625
12797,Hunting Spear,18,13.5
12798,Arcane Shard,92,69
12799,Broken Dusksteel Throwing Knife,63.8,47.85
12800,Wavethrasher Scales,80,60
12801,Highlander's Chain Girdle,1.6,1.2
12802,Highlander's Chain Girdle,31.33,23.4975
12803,Highlander's Padded Girdle,19.5,14.625
12804,Highlander's Chain Greaves,29.5,22.125
12805,Highlander's Chain Greaves,90.8,68.1
12806,Highlander's Padded Greaves,37.3,27.975
12807,Highlander's Cloth Boots,34.43,25.8225
12808,Highlander's Cloth Boots,96.6,72.45
12809,Highlander's Cloth Boots,16.5,12.375
12810,Highlander's Cloth Girdle,49,36.75
12811,Highlander's Cloth Girdle,98.8,74.1
12812,Highlander's Cloth Girdle,58.86,44.145
12813,Highlander's Lizardhide Boots,5.2,3.9
12814,Highlander's Lizardhide Boots,55.2,41.4
12815,Highlander's Lizardhide Boots,41.6,31.2
12816,Highlander's Lizardhide Girdle,14.5,10.875
12817,Highlander's Lizardhide Girdle,320,240
12818,Highlander's Lizardhide Girdle,190,142.5
12819,Highlander's Lamellar Girdle,152,114
12820,Highlander's Lamellar Girdle,116,87
12821,Highlander's Lamellar Girdle,80.5,60.375
12822,Highlander's Lamellar Greaves,18.33,13.7475
12823,Highlander's Lamellar Greaves,46.5,34.875
12824,Highlander's Lamellar Greaves,59.25,44.4375
12825,Highlander's Leather Boots,7.17,5.3775
12826,Highlander's Leather Boots,15.86,11.895
12827,Highlander's Leather Boots,46.13,34.5975
12828,Highlander's Leather Girdle,184,138
12829,Highlander's Leather Girdle,17,12.75
12830,Highlander's Leather Girdle,33.5,25.125
12831,Highlander's Mail Girdle,61.33,45.9975
12832,Highlander's Mail Girdle,48.11,36.0825
12833,Highlander's Mail Girdle,28.67,21.5025
12834,Highlander's Mail Greaves,37.86,28.395
12835,Highlander's Mail Greaves,75,56.25
12836,Highlander's Mail Greaves,40.3,30.225
12837,Highlander's Plate Girdle,51,38.25
12838,Highlander's Plate Girdle,76.5,57.375
12839,Highlander's Mail Girdle,100.75,75.5625
12840,Highlander's Plate Greaves,8.33,6.2475
12841,Highlander's Plate Greaves,37,27.75
12842,Highlander's Mail Greaves,387,290.25
12843,Diamond Flask,111.5,83.625
12844,Battle Tabard of the Defilers,7,5.25
12845,Arathor Battle Tabard,18.14,13.605
12846,Skyfury Helm,106.33,79.7475
12847,90 Epic Warrior Waistband,48.63,36.4725
12848,Defiler's Chain Girdle,155.33,116.4975
12849,Defiler's Chain Girdle,96.75,72.5625
12850,Defiler's Chain Girdle,48.75,36.5625
12851,Defiler's Chain Girdle,20,15
12852,Defiler's Chain Greaves,37,27.75
12853,Defiler's Chain Greaves,20.88,15.66
12854,Defiler's Chain Greaves,150.33,112.7475
12855,Defiler's Chain Greaves,11.5,8.625
12856,Defiler's Chain Pauldrons,6.88,5.16
12857,Defiler's Cloth Boots,51.6,38.7
12858,Defiler's Cloth Boots,36.5,27.375
12859,Defiler's Cloth Boots,73.83,55.3725
12860,Defiler's Cloth Boots,61.33,45.9975
12861,Defiler's Cloth Girdle,18.6,13.95
12862,Defiler's Cloth Girdle,28.8,21.6
12863,Defiler's Cloth Girdle,33.33,24.9975
12864,Defiler's Cloth Girdle,23.57,17.6775
12865,Defiler's Lizardhide Boots,231,173.25
12866,Defiler's Lizardhide Boots,90.75,68.0625
12867,Defiler's Lizardhide Boots,53.5,40.125
12868,Defiler's Lizardhide Boots,111.75,83.8125
12869,Defiler's Lizardhide Girdle,61.43,46.0725
12870,Defiler's Lizardhide Girdle,110,82.5
12871,Defiler's Lizardhide Girdle,30.8,23.1
12872,Defiler's Lizardhide Girdle,76.25,57.1875
12873,Defiler's Lizardhide Shoulders,5.25,3.9375
12874,Defiler's Epaulets,1.7,1.275
12875,Defiler's Lamellar Girdle,49.5,37.125
12876,Defiler's Lamellar Girdle,122.5,91.875
12877,Defiler's Lamellar Girdle,67.2,50.4
12878,Defiler's Lamellar Girdle,9,6.75
12879,Defiler's Lamellar Greaves,55.4,41.55
12880,Defiler's Lamellar Greaves,44,33
12881,Defiler's Lamellar Greaves,30.5,22.875
12882,Defiler's Lamellar Spaulders,6.2,4.65
12883,Defiler's Lamellar Greaves,19.11,14.3325
12884,Defiler's Leather Boots,9.38,7.035
12885,Defiler's Leather Boots,78.75,59.0625
12886,Defiler's Leather Boots,118,88.5
12887,Defiler's Leather Boots,337,252.75
12888,Defiler's Leather Girdle,1,0.75
12889,Defiler's Leather Girdle,475,356.25
12890,Defiler's Leather Girdle,23,17.25
12891,Defiler's Leather Girdle,34.5,25.875
12892,Defiler's Leather Shoulders,12.22,9.165
12893,Defiler's Mail Girdle,52.67,39.5025
12894,Defiler's Mail Girdle,371,278.25
12895,Defiler's Padded Girdle,52.33,39.2475
12896,Defiler's Mail Girdle,95.5,71.625
12897,Defiler's Mail Greaves,19.7,14.775
12898,Defiler's Mail Greaves,7.14,5.355
12899,Defiler's Mail Greaves,68.86,51.645
12900,Defiler's Mail Greaves,11.33,8.4975
12901,Defiler's Mail Pauldrons,71.67,53.7525
12902,Defiler's Plate Girdle,14.38,10.785
12903,Defiler's Plate Girdle,134,100.5
12904,Defiler's Plate Girdle,39.33,29.4975
12905,Defiler's Mail Girdle,174,130.5
12906,Defiler's Plate Greaves,100.67,75.5025
12907,Defiler's Plate Greaves,59,44.25
12908,Defiler's Mail Greaves,78.2,58.65
12909,Defiler's Plate Greaves,82.67,62.0025
12910,Defiler's Plate Spaulders,72.83,54.6225
12911,Belt of Shrunken Heads,29.89,22.4175
12912,Mindfang,114.25,85.6875
12913,Belt of Shriveled Heads,50.25,37.6875
12914,Belt of Preserved Heads,159.33,119.4975
12915,Belt of Tiny Heads,9.4,7.05
12916,Faded Hakkari Cloak,53,39.75
12917,Tattered Hakkari Cape,26.7,20.025
12918,Ironbark Staff,218,163.5
12919,Defiler's Enriched Ration,34.63,25.9725
12920,Defiler's Field Ration,279,209.25
12921,Defiler's Iron Ration,58.86,44.145
12922,Highlander's Enriched Ration,394,295.5
12923,Highlander's Field Ration,99,74.25
12924,Highlander's Iron Ration,69.6,52.2
12925,Defiler's Advanced Care Package,11.33,8.4975
12926,Defiler's Basic Care Package,16,12
12927,Defiler's Standard Care Package,28.17,21.1275
12928,Arathor Advanced Care Package,40.88,30.66
12929,Defiler's Mageweave Bandage,213,159.75
12930,Arathor Basic Care Package,46.71,35.0325
12931,Defiler's Runecloth Bandage,71,53.25
12932,Defiler's Silk Bandage,247,185.25
12933,Arathor Standard Care Package,12.4,9.3
12934,Highlander's Mageweave Bandage,373,279.75
12935,Highlander's Runecloth Bandage,48.7,36.525
12936,Highlander's Silk Bandage,223,167.25
12937,Pattern: Warbear Harness,492,369
12938,Pattern: Warbear Woolies,12.5,9.375
12939,Whisperwalk Boots,107.33,80.4975
12940,Warsong Gulch Ribbon of Sacrifice,25,18.75
12941,Seafury Gauntlets,32.1,24.075
12942,Zulian Ceremonial Staff,6.67,5.0025
12943,Shadow Panther Hide Gloves,21,15.75
12944,Seafury Leggings,32.14,24.105
12945,Shadow Panther Hide Belt,21.2,15.9
12946,Seafury Boots,31.5,23.625
12947,Gurubashi Helm,17.71,13.2825
12948,Peacekeeper Gauntlets,140.5,105.375
12949,Peacekeeper Boots,49.29,36.9675
12950,Peacekeeper Leggings,9.33,6.9975
12951,Blue Dragonscale Leggings,63.83,47.8725
12952,Green Dragonscale Gauntlets,95.67,71.7525
12953,Flayed Demon Skin [Depricated],240.5,180.375
12954,90 Epic Frost Leggings,24.6,18.45
12955,Bland Bow of Steadiness,17.11,12.8325
12956,Azurite Fists,7,5.25
12957,Blue Murloc Egg,12.63,9.4725
12958,Stonelash Scorpid Stinger,29.63,22.2225
12959,Stonelash Pincer Stinger,63.33,47.4975
12960,Stonelash Flayer Stinger,78,58.5
12961,Sand Skitterer Fang,343,257.25
12962,Rock Stalker Fang,14.75,11.0625
12963,Twilight Tablet Fragment,44.2,33.15
12964,Noggle's Satchel,95,71.25
12965,Dreamscale Breastplate,34,25.5
12966,Dreamscale,139.33,104.4975
12967,Pattern: Dreamscale Breastplate,147,110.25
12968,Head of the Broodlord Lashlayer,17.5,13.125
12969,Silithid Carapace Fragment,432,324
12970,Deathclasp's Pincer,79.5,59.625
12971,Forsaken Stink Bomb Cluster,41.38,31.035
12972,Lollipop,22.5,16.875
12973,Candy Corn,1.67,1.2525
12974,Candy Bar,122.33,91.7475
12975,Gnome Male Mask,82.5,61.875
12976,Gnome Female Mask,5.44,4.08
12977,Treat Bag,34,25.5
12978,Twilight Lexicon - Chapter 1,40.56,30.42
12979,Twilight Lexicon - Chapter 2,38.33,28.7475
12980,Twilight Lexicon - Chapter 3,6,4.5
12981,Hallowed Wand - Pirate,179,134.25
12982,Hallowed Wand - Ninja,31,23.25
12983,Hallowed Wand - Leper Gnome,35.78,26.835
12984,Pumpkin Bag,453,339.75
12985,Restored Twilight Tablet,26.7,20.025
12986,Agent of Nozdormu,73.83,55.3725
12987,Proxy of Nozdormu,92,69
12988,Encrypted Twilight Text,21.89,16.4175
12989,Decoded Tablet Transcription,7.44,5.58
12990,Twilight Cultist Mantle,27.86,20.895
12991,Twilight Cultist Robe,35,26.25
12992,Twilight Cultist Cowl,123,92.25
12993,Hallowed Wand - Ghost,100.75,75.5625
12994,Hallowed Wand - Bat,57.25,42.9375
12995,Hallowed Wand - Skeleton,51.6,38.7
12996,Hallowed Wand - Random,47.1,35.325
12997,Hallowed Wand - Wisp,50,37.5
12998,The War of the Shifting Sands,2.38,1.785
12999,Crest of Beckoning: Fire,76,57
13000,Crest of Beckoning: Thunder,47.5,35.625
13001,Crest of Beckoning: Earth,24.13,18.0975
13002,Crest of Beckoning: Water,36.57,27.4275
13003,Twilight Cultist Medallion of Station,77.83,58.3725
13004,Sandworm Meat,25.63,19.2225
13005,Advisor's Gnarled Staff,56.25,42.1875
13006,Advisor's Ring,57.67,43.2525
13007,Battle Healer's Cloak,71.5,53.625
13008,Caretaker's Cape,17,12.75
13009,Legionnaire's Band,2.5,1.875
13010,Legionnaire's Sword,29.33,21.9975
13011,Lorekeeper's Ring,63.4,47.55
13012,Signet of Beckoning: Fire,31.11,23.3325
13013,Signet of Beckoning: Thunder,93.4,70.05
13014,Lorekeeper's Staff,141,105.75
13015,Signet of Beckoning: Stone,81,60.75
13016,Signet of Beckoning: Water,12.2,9.15
13017,Outrider's Bow,5.8,4.35
13018,Outrunner's Bow,13.29,9.9675
13019,Protector's Band,467,350.25
13020,Protector's Sword,46.38,34.785
13021,Scout's Blade,11.25,8.4375
13022,Scout's Medallion,24,18
13023,Sentinel's Blade,180,135
13024,Sentinel's Medallion,124.25,93.1875
13025,Scepter of Beckoning: Fire,29,21.75
13026,Scepter of Beckoning: Thunder,32.75,24.5625
13027,Scepter of Beckoning: Stone,205.5,154.125
13028,Scepter of Beckoning: Water,33.67,25.2525
13029,Twilight Cultist Ring of Lordship,232,174
13030,Smoked Desert Dumplings,18,13.5
13031,Geologist's Transcription Kit,173,129.75
13032,Hive'Zora Rubbing,76.17,57.1275
13033,Hive'Ashi Rubbing,28.75,21.5625
13034,Hive'Regal Rubbing,70.33,52.7475
13035,Hive'Ashi Silithid Brain,142,106.5
13036,Hive'Zora Silithid Brain,2,1.5
13037,Hive'Regal Silithid Brain,40.67,30.5025
13038,Brann Bronzebeard's Lost Letter,24.2,18.15
13039,Glyphed Crystal Prism,71,53.25
13040,Glyphs of Calling,51.43,38.5725
13041,Crystal Unlocking Mechanism,20.63,15.4725
13042,Vyral's Signet Ring,5.6,4.2
13043,Torn Recipe Page,494,370.5
13044,Decoded True Believer Clippings,186.5,139.875
13045,Solanian's Scrying Orb,38.5,28.875
13046,Scroll of Scourge Magic,303,227.25
13047,Solanian's Journal,3.63,2.7225
13048,Sunstrider Book Satchel,35.22,26.415
13049,Adamantite Arrow Maker,4,3
13050,Sandstalker Bracers,54.88,41.16
13051,Sandstalker Gauntlets,225.5,169.125
13052,Sandstalker Breastplate,19,14.25
13053,Spitfire Breastplate,182,136.5
13054,Spitfire Gauntlets,50.75,38.0625
13055,Spitfire Bracers,110,82.5
13056,Arcane Sliver,167,125.25
13057,Tainted Arcane Sliver,31.25,23.4375
13058,Lok'delar, Stave of the Ancient Keepers DEP,52.5,39.375
13059,Rhok'delar, Longbow of the Ancient Keepers DEP,58.8,44.1
13060,Ironforge Mint,32.7,24.525
13061,Undercity Mint,51,38.25
13062,Stormwind Nougat,103.5,77.625
13063,Orgrimmar Nougat,90.6,67.95
13064,Gnomeregan Gumdrop,79.75,59.8125
13065,Darkspear Gumdrop,217,162.75
13066,Darnassus Marzipan,9.4,7.05
13067,Thunder Bluff Marzipan,4.43,3.3225
13068,Ironbark Shield,362,271.5
13069,Enamored Water Spirit,79.33,59.4975
13070,Lightforged Blade,43.22,32.415
13071,Chivalrous Signet,224,168
13072,Pattern: Spitfire Bracers,39.1,29.325
13073,Pattern: Spitfire Gauntlets,68.5,51.375
13074,Pattern: Spitfire Breastplate,448,336
13075,Pattern: Sandstalker Bracers,43.33,32.4975
13076,Pattern: Sandstalker Gauntlets,0.25,0.1875
13077,Pattern: Sandstalker Breastplate,20,15
13078,Sanctified Orb,18.33,13.7475
13079,Abyssal Crest,5.22,3.915
13080,Abyssal Signet,31.4,23.55
13081,Abyssal Scepter,150,112.5
13082,Bobbing Apple,324,243
13083,Razorsteel Shoulders,69.67,52.2525
13084,Scroll: Create Crest of Beckoning,12,9
13085,Southsea Pirate Hat,43.78,32.835
13086,Dark Rune,74,55.5
13087,Fury Visor,121,90.75
13088,Feral Staff,23.7,17.775
13089,Shadowhide Leggings,14.78,11.085
13090,Scroll: Create Crest of Beckoning,118,88.5
13091,Scroll: Create Crest of Beckoning,52.78,39.585
13092,Scroll: Create Crest of Beckoning,92,69
13093,Robes of Servitude,10.2,7.65
13094,Scroll: Create Signet of Beckoning,36.67,27.5025
13095,Scroll: Create Signet of Beckoning,28.6,21.45
13096,Scroll: Create Signet of Beckoning,34.67,26.0025
13097,Abyss Shard,399,299.25
13098,Scroll: Create Signet of Beckoning,10.44,7.83
13099,Soul Harvester,75,56.25
13100,Runed Stygian Boots,45.38,34.035
13101,Runed Stygian Leggings,13.25,9.9375
13102,Runed Stygian Belt,32.5,24.375
13103,Scroll: Create Scepter of Beckoning,88.75,66.5625
13104,Decoded Twilight Text,102.67,77.0025
13105,Scroll: Create Scepter of Beckoning,4.2,3.15
13106,Scroll: Create Scepter of Beckoning,16.75,12.5625
13107,Scroll: Create Scepter of Beckoning,8.67,6.5025
13108,Decoded Twilight Text,170,127.5
13109,Pattern: Runed Stygian Leggings,65.5,49.125
13110,Pattern: Runed Stygian Boots,274,205.5
13111,Pattern: Runed Stygian Belt,122.67,92.0025
13112,Darkrune Gauntlets,135,101.25
13113,Darkrune Breastplate,33,24.75
13114,Darkrune Helm,66.33,49.7475
13115,Decoded Twilight Text,49,36.75
13116,Plans: Darkrune Gauntlets,393,294.75
13117,Plans: Darkrune Breastplate,88.67,66.5025
13118,Plans: Darkrune Helm,327,245.25
13119,Wildstaff,53,39.75
13120,Hallow's End Pumpkin Treat,25.67,19.2525
13121,Warsong Gulch Mark of Honor,76.8,57.6
13122,Arathi Basin Mark of Honor,68.83,51.6225
13123,Alterac Valley Mark of Honor,31.1,23.325
13124,Dwarf Male Mask,131.33,98.4975
13125,Dwarf Female Mask,143.5,107.625
13126,Night Elf Female Mask,25.4,19.05
13127,Night Elf Male Mask,50,37.5
13128,Human Female Mask,16.8,12.6
13129,Human Male Mask,77.4,58.05
13130,Troll Female Mask,46.44,34.83
13131,Troll Male Mask,40.83,30.6225
13132,Orc Female Mask,75.5,56.625
13133,Orc Male Mask,74.75,56.0625
13134,Tauren Female Mask,30.1,22.575
13135,Tauren Male Mask,20.44,15.33
13136,Undead Male Mask,102.33,76.7475
13137,Undead Female Mask,432,324
13138,Black Whelp Tunic,11,8.25
13139,Pattern: Black Whelp Tunic,240,180
13140,Nightmare Blade,5,3.75
13141,Emerald Dragonfang,78,58.5
13142,Green Dragonskin Cloak,32,24
13143,Hammer of Bestial Fury,4.17,3.1275
13144,Staff of Rampant Growth,440,330
13145,Trance Stone,21.71,16.2825
13146,Polished Ironwood Crossbow,46.67,35.0025
13147,Malfurion's Signet Ring,41.5,31.125
13148,Sack of Spoils,58.88,44.16
13149,Chest of Spoils,24,18
13150,Bag of Spoils,71.5,53.625
13151,Stink Bomb Cleaner,58.5,43.875
13152,Rotten Eggs,31,23.25
13153,Amber Voodoo Feather,77,57.75
13154,Blue Voodoo Feather,84.8,63.6
13155,Green Voodoo Feather,67.6,50.7
13156,Bloodshot Spider Eye,30.56,22.92
13157,Thick Black Claw,52.33,39.2475
13158,Inert Scourgestone,36.8,27.6
13159,Rotting Wood,12.43,9.3225
13160,Bloodvenom Essence,3.5,2.625
13161,Dragonspur Wraps,38.88,29.16
13162,Dragonbone Wristguards,37.5,28.125
13163,Ancient Corroded Leggings,20.67,15.5025
13164,Gloves of Delusional Power,56.2,42.15
13165,Acid Inscribed Greaves,163,122.25
13166,Holy Mightstone,54,40.5
13167,Boots of the Endless Moor,47,35.25
13168,Dragonheart Necklace,7.78,5.835
13169,Circlet of Restless Dreams,13.33,9.9975
13170,Ring of the Unliving,21.5,16.125
13171,Belt of the Dark Bog,65.2,48.9
13172,Black Bark Wristbands,3.43,2.5725
13173,Dark Heart Pants,47.2,35.4
13174,Deviate Growth Cap,44.1,33.075
13175,Malignant Footguards,65,48.75
13176,Gauntlets of the Shining Light,22,16.5
13177,Mendicant's Slippers,60.17,45.1275
13178,Mindtear Band,20,15
13179,Unnatural Leather Spaulders,12.13,9.0975
13180,Boots of Fright,131.33,98.4975
13181,Jade Inlaid Vestments,55.14,41.355
13182,Hibernation Crystal,59,44.25
13183,Acid Inscribed Pauldrons,22.4,16.8
13184,Leggings of the Demented Mind,3.67,2.7525
13185,Strangely Glyphed Legplates,32,24
13186,Southsea Head Bucket,24.75,18.5625
13187,Southsea Mojo Boots,1.14,0.855
13188,Antiquated Nobleman's Tunic,51.5,38.625
13189,Undercity Reservist's Cap,35.57,26.6775
13190,Nightmare Engulfed Object,72.75,54.5625
13191,Nature's Whisper,78.67,59.0025
13192,Sandstrider's Mark,30.89,23.1675
13193,Black Crystal Dagger,13.2,9.9
13194,Cold Forged Hammer,113,84.75
13195,Sunprism Pendant,38.7,29.025
13196,Desert Wind Gauntlets,135,101.25
13197,Orange Murloc Egg,23.56,17.67
13198,Abyssal Cloth Slippers,32.33,24.2475
13199,Abyssal Plate Gauntlets,97.4,73.05
13200,Amethyst War Staff,35.71,26.7825
13201,Abyssal Cloth Handwraps,86.75,65.0625
13202,Abyssal Mail Sabatons,3,2.25
13203,Crystal Tipped Stiletto,28.22,21.165
13204,Abyssal Leather Boots,228.5,171.375
13205,Abyssal Mail Handguards,17.5,13.125
13206,Stonecutting Glaive,4,3
13207,Abyssal Leather Gloves,13.5,10.125
13208,Abyssal Plate Greaves,123,92.25
13209,Deep Strike Bow,236,177
13210,Abyssal Cloth Sash,21.14,15.855
13211,Abyssal Leather Leggings,2,1.5
13212,Hardened Steel Warhammer,82.5,61.875
13213,Abyssal Leather Belt,141.5,106.125
13214,Abyssal Mail Legguards,26.25,19.6875
13215,Darkstone Claymore,5.33,3.9975
13216,Abyssal Mail Clutch,99.75,74.8125
13217,Abyssal Plate Legguards,64.4,48.3
13218,Sparkling Crystal Wand,8.22,6.165
13219,Abyssal Plate Girdle,62.83,47.1225
13220,Abyssal Cloth Pants,98.5,73.875
13221,Soulrender,48.67,36.5025
13222,Decoded Twilight Text,12.8,9.6
13223,Decoded Twilight Text,59.33,44.4975
13224,Decoded Twilight Text,51.43,38.5725
13225,Decoded Twilight Text,197.5,148.125
13226,Abyssal Mail Pauldrons,26.14,19.605
13227,Abyssal Leather Bracers,68.2,51.15
13228,Elemental Focus Band,37.86,28.395
13229,Abyssal Plate Epaulets,50.33,37.7475
13230,Abyssal Mail Armguards,5.33,3.9975
13231,Wavefront Necklace,9.78,7.335
13232,Abyssal Cloth Amice,0.5,0.375
13233,Abyssal Plate Vambraces,62.67,47.0025
13234,Earthen Guard,39.6,29.7
13235,Abyssal Leather Shoulders,131.33,98.4975
13236,Abyssal Cloth Wristbands,426,319.5
13237,Windshear Cape,47.7,35.775
13238,Multicolored Band,25.2,18.9
13239,Weighted Cloak,39,29.25
13240,Glowing Black Orb,445,333.75
13241,Abyssal War Beads,202,151.5
13242,Crystal Spiked Maul,58.29,43.7175
13243,Crystalline Threaded Cape,49.5,37.125
13244,Elemental Attuned Blade,63.4,47.55
13245,Cenarion Reservist's Legplates,96,72
13246,Cenarion Reservist's Legplates,91.2,68.4
13247,Cenarion Reservist's Legguards,45.67,34.2525
13248,Cenarion Reservist's Legguards,27.38,20.535
13249,Cenarion Reservist's Leggings,12.8,9.6
13250,Cenarion Reservist's Leggings,125,93.75
13251,Cenarion Reservist's Pants,93.67,70.2525
13252,Cenarion Reservist's Pants,212,159
13253,Cenarion Reservist's Pants,57,42.75
13254,Tightly Sealed Trunk,16.33,12.2475
13255,Rumsey Rum Light,9.2,6.9
13256,Crystal Encrusted Greaves,36.67,27.5025
13257,Crystal Lined Greaves,15.8,11.85
13258,Wastewalker's Gauntlets,34,25.5
13259,Desertstalkers' Gauntlets,57.25,42.9375
13260,Sandstorm Boots,1.43,1.0725
13261,Dunestalker's Boots,34.25,25.6875
13262,Sandworm Skin Gloves,47.33,35.4975
13263,Desert Bloom Gloves,15.5,11.625
13264,Dark Whisper Blade,94,70.5
13265,Band of the Cultist,105,78.75
13266,Crystal Slugthrower,116,87
13267,Brann's Trusty Pick,38.5,28.875
13268,Corrupted Blackwood Staff,382,286.5
13269,Nexus Crystal,43.67,32.7525
13270,Formula: Enchant Gloves - Threat,84,63
13271,Formula: Enchant Gloves - Shadow Power,52.33,39.2475
13272,Formula: Enchant Gloves - Frost Power,141,105.75
13273,Formula: Enchant Gloves - Fire Power,30.67,23.0025
13274,Formula: Enchant Gloves - Healing Power,111.75,83.8125
13275,Formula: Enchant Gloves - Superior Agility,66.4,49.8
13276,Formula: Enchant Cloak - Stealth,164.5,123.375
13277,Formula: Enchant Cloak - Subtlety,105.67,79.2525
13278,Formula: Enchant Cloak - Dodge,37.57,28.1775
13279,Singed Corestone,319,239.25
13280,Deadwood Ritual Totem,123.67,92.7525
13281,Winterfall Ritual Totem,154.33,115.7475
13282,Unstable Mana Crystal,88.67,66.5025
13283,Minor Wizard Oil,124,93
13284,Minor Mana Oil,20.44,15.33
13285,Lesser Wizard Oil,5.67,4.2525
13286,Lesser Mana Oil,18.67,14.0025
13287,Brilliant Mana Oil,27.67,20.7525
13288,Brilliant Wizard Oil,76.75,57.5625
13289,Wizard Oil,236,177
13290,Formula: Minor Mana Oil,27.2,20.4
13291,Formula: Lesser Wizard Oil,403,302.25
13292,Formula: Lesser Mana Oil,12,9
13293,Formula: Wizard Oil,13.14,9.855
13294,Formula: Brilliant Wizard Oil,11.38,8.535
13295,Formula: Brilliant Mana Oil,31,23.25
13296,Formula: Minor Wizard Oil,12.17,9.1275
13297,Otembe's Hammer,45.9,34.425
13298,Chieftain Zul'Marosh's Head,21.5,16.125
